num_1,ENTRY,tycod,Location,latitude,longitude,X,Y
F140067059,5/11/14 15:17,67B01,50 MASSACHUSETTS AVE NE,38.89753845,-77.00617914,399463.98,136632.07
F140067064,5/11/14 15:28,71B01,2130 P ST NW,38.90948232,-77.04836317,395805.35,137959.03
F140067115,5/11/14 17:20,67D02,2819 GAINESVILLE ST SE,38.85496579,-76.9686623,402720.07,131906.63
F140067171,5/11/14 19:13,67B01,COLUMBUS CIR NE / DELAWARE AVE NE,38.89591952,-77.00676611,399413.049,136452.36
F140067234,5/11/14 22:32,67B01,19TH ST NW / SUNDERLAND PL NW,38.90789922,-77.04344088,396232.188,137783.078
F140067238,5/11/14 22:40,71B01,21ST ST NE / MARYLAND AVE NE,38.90389043,-76.97417026,402240.45,137337.49
F140067259,5/11/14 23:36,71B01,3500 14TH ST NW,38.93461742,-77.03317591,397123.59,140748.65
F140067325,5/12/14 3:39,67B01,2003 18TH ST NW,38.91729287,-77.04142278,396407.7,138825.77
F140067346,5/12/14 6:12,71B01,1300 MEIGS PL NE,38.90714147,-76.98349401,401431.651,137698.195
F140067469,5/12/14 10:54,69D04S,1124 6TH ST NE,38.904548,-76.99867188,400115.2,137410.17
F140067472,5/12/14 11:01,71A01,3 WASHINGTON CIR NW,38.90319412,-77.05052977,395617.05,137261.09
F140067491,5/12/14 11:47,69D04,305 HAMILTON ST NW,38.95341505,-77.01649398,398570.32,142834.96
F140067541,5/12/14 13:59,69D04,1380 PEABODY ST NW,38.96298596,-77.033108,397130.62,143897.81
F140067618,5/12/14 16:20,67B01,19TH ST NW / K ST NW,38.90240004,-77.04345986,396230.251,137172.625
F140067680,5/12/14 18:37,69D00,4221 FORDHAM RD NW,38.94370424,-77.09752754,391545.27,141761.36
F140067715,5/12/14 19:40,67B01,1001 CONNECTICUT AVE NW,38.90284596,-77.03896466,396620.19,137221.95
F140067741,5/12/14 20:30,71B01,GEORGIA AVE NW / PEABODY ST NW,38.96270014,-77.02788873,397582.95,143865.93
F140067849,5/13/14 1:42,67D02U,1127 17TH ST NW,38.90466884,-77.03850504,396660.143,137424.287
F140067854,5/13/14 1:53,69D03,901 RHODE ISLAND AVE NW,38.91174918,-77.02431754,397890.95,138209.84
F140068016,5/13/14 11:18,69D03,300 INDIANA AVE NW,38.89431344,-77.01654234,398564.94,136274.18
F140068182,5/13/14 16:29,69D03,1151 4TH ST SW,38.87740763,-77.01872889,398374.87,134397.54
F140068263,5/13/14 18:58,69D03S,322 40TH ST NE,38.89313197,-76.94745495,404558.4,136144.21
F140068277,5/13/14 19:43,67D03U,4379 BENNING RD NE,38.89117663,-76.93965449,405235.25,135927.57
F140068279,5/13/14 19:47,69D05,2239 SAVANNAH TER SE,38.84936923,-76.97268467,402371.12,131285.26
F140068311,5/13/14 20:51,71B01,7TH ST NW / H ST NW,38.89981311,-77.02191443,398099.053,136884.786
F140068326,5/13/14 21:21,52C04G,1798 41ST PL SE,38.8667209,-76.94450738,404815.89,133212.53
F140068369,5/13/14 22:57,67B01,PENNSYLVANIA AVE NW / 25TH ST NW,38.90363613,-77.05330311,395376.519,137310.294
F140068404,5/14/14 0:49,67B01,31ST ST NW / K ST NW,38.90259369,-77.06113491,394697.116,137195
F140068414,5/14/14 1:44,67D03,19TH ST NE / BENNING RD NE,38.89886685,-76.97625908,402059.413,136779.783
F140068454,5/14/14 6:22,67A02,19TH ST NW / JEFFERSON PL NW,38.9064569,-77.04344829,396231.469,137622.969
F140068467,5/14/14 7:32,52C03S,1050 NEW JERSEY AVE NW,38.90329314,-77.01456471,398736.66,137270.97
F140068552,5/14/14 10:54,69D04,1330 MISSOURI AVE NW,38.96149671,-77.03150362,397269.61,143732.44
F140068591,5/14/14 11:57,69D05,2107 O ST NW,38.90873633,-77.04705786,395918.52,137876.16
F140068619,5/14/14 12:55,69D03,801 PENNSYLVANIA AVE SE,38.8836392,-76.99453725,400473.97,135089.14
F140068882,5/14/14 21:04,67D02,1310 SOUTHERN AVE SE,38.83629719,-76.98406641,401383.377,129833.941
F140068930,5/14/14 22:28,52B01S,4924 4TH ST NW,38.95078822,-77.01781718,398455.57,142543.38
F140069081,5/15/14 9:04,69D03,425 2ND ST NW,38.89550377,-77.01329694,398846.5,136406.27
F140069126,5/15/14 10:53,67B03U,1601 W ST NE,38.91891618,-76.9803119,401707.37,139005.34
F140069233,5/15/14 14:11,69C01,4201 CATHEDRAL AVE NW,38.93082252,-77.08297731,392805.34,140330.13
F140069265,5/15/14 15:15,71B01,0 I295  NB,38.86160092,-77.0019676,399829.232,132642.712
F140069324,5/15/14 17:07,67D02U,3300 6TH ST SE,38.83985029,-76.99816777,400159.07,130228.24
F140069327,5/15/14 17:09,67B01U,GEORGIA AVE NW / QUINCY ST NW,38.93760987,-77.02449915,397875.97,141080.6
F140069509,5/16/14 0:03,FRO,1925 U PL SE,38.86573066,-76.97716994,401981.32,133101.39
F140069551,5/16/14 3:01,67D02,3RD ST SW / M ST SW,38.87645905,-77.01520892,398680.285,134292.184
F140069717,5/16/14 11:02,71B01,512 WHITTIER ST NW,38.97106267,-77.0205515,398219.06,144794.08
F140069739,5/16/14 11:41,67B01,5300 BROAD BRANCH RD NW,38.95893354,-77.06565452,394309.58,143449.48
F140069802,5/16/14 14:34,69D04,4911 JAY ST NE,38.90124759,-76.93097396,405987.48,137046.06
F140069845,5/16/14 16:01,69D05,1410 34TH ST SE,38.87177605,-76.95685668,403743.9,133773.11
F140069963,5/16/14 19:58,67D02,431 ORANGE ST SE,38.84607285,-77.00327327,399715.85,130918.99
F140070049,5/16/14 22:48,71B01,1397 CONGRESS ST SE,38.84526322,-76.98479182,401320.23,130829.22
F140070089,5/17/14 0:19,69D04,215 SAVANNAH ST SE,38.84106148,-77.00195945,399829.89,130362.69
F140070101,5/17/14 0:46,69D04,1433 COLUMBIA RD NW,38.92771388,-77.03420337,397034.22,139982.33
F140070127,5/17/14 1:38,52B04G,4516 BLAGDEN AVE NW,38.94590896,-77.04236468,396327.49,142002.44
F140070219,5/17/14 5:20,69D04,827 51ST ST SE,38.87792532,-76.93030274,406047.68,134457.15
F140070297,5/17/14 10:32,67B01V,1315 28TH ST SE,38.8739949,-76.96803499,402773.78,134019.02
F140070512,5/17/14 19:44,67D02,57TH ST NE / EADS ST NE,38.8958112,-76.91914946,407013.7,136443.42
F140070583,5/17/14 22:22,67B01U,1323 DOWNING PL NE,38.92047692,-76.98415146,401374.37,139178.53
F140070663,5/18/14 1:44,71B01,41ST ST SE / SOUTHERN AVE SE,38.86612794,-76.94370021,404885.98,133146.75
F140070671,5/18/14 2:21,52C02S,1634 14TH ST NW,38.91241099,-77.03228894,397199.62,138283.52
F140070684,5/18/14 3:12,69C02,2804 JASPER RD SE,38.85194153,-76.98613736,401203.31,131570.54
F140070734,5/18/14 6:37,69D01,222 4TH ST SE,38.8869191,-77.0003579,399968.95,135453.22
F140070744,5/18/14 7:35,69D01,2330 GOOD HOPE RD SE,38.8653513,-76.97364323,402287.4,133059.36
F140070788,5/18/14 10:11,69D05,1552 DOUGLAS ST NE,38.92366406,-76.98168601,401588.1,139532.37
F140070800,5/18/14 10:55,67B01,4420 CONNECTICUT AVE NW,38.94717466,-77.06568683,394305.84,142144.14
F140070818,5/18/14 12:00,67B01,7TH ST NW / H ST NW,38.89981311,-77.02191443,398099.053,136884.786
F140070877,5/18/14 14:37,67D02,DIX ST NE / MINNESOTA AVE NE,38.89383111,-76.95012483,404326.74,136221.69
F140070894,5/18/14 14:58,67B01,3RD ST SW / MARYLAND AVE SW,38.88818472,-77.01517217,398683.69,135593.823
F140070916,5/18/14 16:22,67B01,11TH PL SE / SAVANNAH ST SE,38.84273675,-76.99140227,400746.4,130548.69
F140071010,5/18/14 20:01,52C03S,1050 NEW JERSEY AVE NW,38.90329314,-77.01456471,398736.66,137270.97
F140071262,5/19/14 11:49,52C03,5901 MACARTHUR BLVD NW,38.93619817,-77.11114394,390363.84,140929.47
F140071384,5/19/14 15:29,67B01,16TH ST NW / NEWTON ST NW,38.93328763,-77.0364559,396839.15,140601.14
F140071784,5/20/14 10:54,69C02,1416 P ST NW,38.90935687,-77.03267749,397165.8,137944.5
F140071791,5/20/14 11:22,71D01,1625 FRANKLIN ST NE,38.92527514,-76.98186101,401572.89,139711.21
F140071846,5/20/14 13:11,71B01,1 HAWAII AVE NE,38.94649063,-77.0081471,399293.75,142066.19
F140071847,5/20/14 13:13,67B01,2226 WISCONSIN AVE NW,38.91982883,-77.07157137,393793.35,139108.9
F140071848,5/20/14 13:13,69D05,2226 WISCONSIN AVE NW,38.91982883,-77.07157137,393793.35,139108.9
F140071861,5/20/14 13:33,52C03S,1050 NEW JERSEY AVE NW,38.90329314,-77.01456471,398736.66,137270.97
F140071905,5/20/14 14:31,67D02,21ST ST NE / BENNING RD NE,38.89850378,-76.97417392,402240.302,136739.529
F140072019,5/20/14 17:30,67D02,4TH ST NE / H ST NE,38.90020454,-77.00057089,399950.48,136928.01
F140072036,5/20/14 18:00,67B01,1750 INDEPENDENCE AVE SW,38.88753345,-77.04133774,396413.579,135522.23
F140072143,5/20/14 21:46,67B03,1327 VAN BUREN ST NW,38.97026915,-77.03109081,397305.72,144706.25
F140072182,5/20/14 23:02,67B03,BENNING RD SE / H ST SE,38.87866404,-76.93157942,405936.84,134539.07
F140072373,5/21/14 10:47,52B04G,22 EVARTS ST NE,38.92469875,-77.00792689,399312.63,139647.1
F140072394,5/21/14 11:23,69D04,1200 DELAWARE AVE SW,38.87593199,-77.01325803,398849.56,134233.65
F140072487,5/21/14 14:31,69D03S,2600 VIRGINIA AVE NW,38.89964374,-77.05549461,395186.16,136867.22
F140072628,5/21/14 19:13,69D04,1221 M ST NW,38.90585274,-77.02881755,397500.46,137555.4
F140072701,5/21/14 22:08,60D04,1353 WISCONSIN AVE NW,38.90799163,-77.06340469,394500.65,137794.35
F140072807,5/22/14 5:59,69D03,801 PENNSYLVANIA AVE NW,38.89442827,-77.02350611,397960.83,136287.06
F140072888,5/22/14 10:07,FRO,15 57TH ST SE,38.88910585,-76.91893218,407033.21,135699.09
F140072973,5/22/14 13:14,69D05,733-1/2 7TH ST SE,38.88003222,-76.99617995,400331.46,134688.73
F140073018,5/22/14 14:31,69D05,2703 6TH ST NE,38.92470207,-76.99820664,400155.51,139647.44
F140073037,5/22/14 14:59,MSB,2700 CONNECTICUT AVE NW,38.92460531,-77.05218234,395475.065,139637.99
F140073196,5/22/14 20:07,69D04,5418 3RD ST NW,38.95609053,-77.01633735,398583.95,143131.96
F140073311,5/23/14 1:18,71B01,3510 COMMODORE JOSHUA BARNEY DR NE,38.92743016,-76.95574828,403837.09,139951.21
F140073328,5/23/14 2:16,69D04,3910 GEORGIA AVE NW,38.93916409,-77.02523016,397812.64,141253.15
F140073341,5/23/14 2:45,67B03U,2200 HIGH ST SE,38.86269004,-76.98633058,401186.36,132763.7
F140073346,5/23/14 3:04,69D03,1001 NORTH CAPITOL ST NE,38.90281853,-77.00873999,399241.89,137218.22
F140073347,5/23/14 3:06,67B01S,5705 COLORADO AVE NW,38.95856539,-77.03094863,397317.6,143407.02
F140073381,5/23/14 5:54,71D03,7TH ST NW / R ST NW,38.91260851,-77.02191782,398099.1,138305.18
F140073399,5/23/14 7:14,67B01,15TH ST NE / D ST NE,38.89478271,-76.98364766,401418.57,136326.27
F140073445,5/23/14 9:29,67B01,5001 EAST CAPITOL ST ,38.88976384,-76.93003355,406070.031,135771.335
F140073491,5/23/14 11:41,69D05S,3336 BAKER ST NE,38.89297027,-76.95865315,403586.94,136125.76
F140073554,5/23/14 14:14,69C01,2200 BLADENSBURG RD NE,38.91971811,-76.97085883,402527.12,139094.58
F140073619,5/23/14 16:15,67D02U,12TH ST NW / NEW YORK AVE NW,38.90074419,-77.02807219,397564.935,136988.29
F140073660,5/23/14 17:34,69D05,2233 ONTARIO RD NW,38.92004771,-77.0397254,396555.034,139131.514
F140073680,5/23/14 18:10,67B01,CANAL ST SW / O ST SW,38.87297659,-77.01336822,398839.95,133905.58
F140073731,5/23/14 20:24,69D10,4435 CHESAPEAKE ST NW,38.95123261,-77.08779955,392389.4,142596.22
F140073793,5/23/14 22:48,67B01,7TH ST SE / PENNSYLVANIA AVE SE,38.88467498,-76.99617463,400331.9,135204.113
F140073803,5/23/14 23:12,FOOD,2338 IRVING ST SE,38.8532757,-76.97139782,402482.69,131718.94
F140073817,5/23/14 23:47,52C03G,1611 PARK RD NW,38.9320905,-77.03705918,396786.79,140468.27
F140073828,5/24/14 0:16,71B01,2009 18TH ST SE,38.86437484,-76.97931148,401795.5,132950.84
F140073852,5/24/14 1:04,71B01,0 FORT DUPONT DR SE,38.87661364,-76.95006806,404332.71,134310.42
F140074007,5/24/14 8:53,67B01,2300 PITTS PL SE,38.86051799,-76.98483215,401316.447,132522.607
F140074161,5/24/14 15:45,67B01V,2ND ST NE / G ST NE,38.89891269,-77.00350499,399695.96,136784.61
F140074271,5/24/14 19:56,67D03U,3524 B ST SE,38.88779754,-76.95490586,403912.31,135551.7
F140074297,5/24/14 20:52,67B03S,678 4TH ST NE,38.89858527,-77.00057854,399949.815,136748.258
F140074410,5/25/14 0:29,6.90E+03,202 ELMIRA ST SW,38.82583177,-77.01307345,398864.78,128672.17
F140074565,5/25/14 8:45,69D04,2318 18TH ST NW,38.92027835,-77.04211225,396348.06,139157.21
F140074609,5/25/14 10:46,67B01,DELAWARE AVE SW / M ST SW,38.87645767,-77.01386533,398796.871,134292.012
F140074842,5/25/14 20:05,69C01,1311 MONTELLO AVE NE,38.90477671,-76.98850783,400996.81,137435.62
F140074867,5/25/14 20:56,52B01S,1716 C ST NE,38.89358477,-76.98011774,401724.82,136193.35
F140074872,5/25/14 21:09,67A02,320 55TH ST NE,38.8936479,-76.92227842,406742.47,136203.04
F140074890,5/25/14 21:44,69D05,4326 8TH ST NW,38.94387098,-77.02369095,397946.22,141775.62
F140074941,5/26/14 0:00,67B01,1301 U ST NW,38.9172098,-77.0306604,397341.04,138816.18
F140074978,5/26/14 1:39,52B01G,1830 13TH ST NW,38.91501521,-77.02988472,397408.23,138572.54
F140074980,5/26/14 1:39,69D10,1238 44TH PL SE,38.87507636,-76.93554487,405593.04,134140.56
F140075016,5/26/14 3:46,69D03,1400 HOWARD RD SE,38.86024534,-76.99021303,400849.434,132492.277
F140075031,5/26/14 4:42,52C02S,1415 TUCKERMAN ST NW,38.96774611,-77.03435448,397022.79,144426.27
F140075049,5/26/14 5:58,71B01,STANTON RD SE / SUITLAND PKWY SE,38.85329734,-76.98330264,401449.343,131721.086
F140075073,5/26/14 7:40,67A01,601 T ST NE,38.91435025,-76.99870929,400111.94,138498.3
F140075170,5/26/14 11:36,67D02U,EASTERN AVE NE / RIGGS RD NE,38.96161641,-76.99723005,400240.07,143745.26
F140075207,5/26/14 12:50,67B03,58TH ST NE / CLAY ST NE,38.89319539,-76.91777782,407132.95,136153.15
F140075213,5/26/14 13:08,67B01V,1393 CONGRESS ST SE,38.84506449,-76.98477446,401321.74,130807.16
F140075241,5/26/14 14:07,69D04,111 KENNEDY ST NW,38.95689106,-77.01222122,398940.73,143220.77
F140075248,5/26/14 14:23,67B01U,3801 CONNECTICUT AVE NW,38.93935343,-77.06007464,394791.77,141275.58
F140075294,5/26/14 16:05,67D03,1500 G ST SE,38.88127443,-76.98315744,401461.373,134826.753
F140075298,5/26/14 16:09,67D03S,1609 FORT DUPONT ST SE,38.86691352,-76.94608529,404678.94,133233.83
F140075304,5/26/14 16:19,69D02,3636 16TH ST NW,38.93642794,-77.03726282,396769.33,140949.77
F140075445,5/26/14 21:38,67B01U,30 DANBURY ST SE,38.82794753,-77.00616068,399465.06,128906.97
F140075447,5/26/14 21:43,67A02,1202 HOLLY ST NW,38.98017595,-77.02820961,397555.74,145805.92
F140075450,5/26/14 21:47,67D02U,1785 VERBENA ST NW,38.99489388,-77.04030927,396508.07,147440.15
F140075464,5/26/14 22:24,69D04,315 50TH ST NE,38.89476212,-76.92904549,406155.32,136326.25
F140075483,5/26/14 23:10,69D04,2605 BOWEN RD SE,38.8590185,-76.99244797,400655.47,132356.07
F140075507,5/27/14 0:11,69C01,103 Q ST NW,38.91167177,-77.01246056,398919.3,138201.04
F140075527,5/27/14 1:34,69D03,2637 16TH ST NW,38.92434016,-77.03574176,396900.68,139607.87
F140075544,5/27/14 3:27,67B01U,2730 LANGSTON PL SE,38.85544967,-76.97197,402432.95,131960.25
F140075553,5/27/14 3:44,67B03,NAYLOR RD SE / GOOD HOPE RD SE,38.8602181,-76.9681467,402764.62,132489.69
F140075565,5/27/14 5:00,67B03,2900 LANGSTON PL SE,38.85521764,-76.97326286,402320.74,131934.46
F140075568,5/27/14 5:07,67A00U,3156 BLADENSBURG RD NE,38.92884716,-76.96128606,403356.84,140108.29
F140075635,5/27/14 8:57,69D05,1317 JACKSON ST NE,38.9295024,-76.98752308,401081.85,140180.39
F140075751,5/27/14 12:58,69D05,2210 QUINCY ST NE,38.93741254,-76.97362028,402287.08,141058.74
F140075834,5/27/14 15:46,69D04,1509 BENNING RD NE,38.89930507,-76.98288404,401484.72,136828.3
F140075834,5/27/14 15:46,69D04,1509 BENNING RD NE,38.89930507,-76.98288404,401484.72,136828.3
F140075834,5/27/14 15:46,69D04,1509 BENNING RD NE,38.89930507,-76.98288404,401484.72,136828.3
F140075834,5/27/14 15:46,69D04,1509 BENNING RD NE,38.89930507,-76.98288404,401484.72,136828.3
F140075975,5/27/14 20:23,69D04,1425 N ST NW,38.90750013,-77.03309689,397129.35,137738.4
F140076028,5/27/14 23:48,69D04,860 SOUTHERN AVE SE,38.82809674,-76.99280756,400624.53,128923.54
F140076127,5/28/14 8:05,69D02,1907 GOOD HOPE RD SE,38.86415135,-76.97692548,402002.58,132926.08
F140076164,5/28/14 9:36,71D03,1ST ST NW / E ST NW,38.89612249,-77.01216436,398944.76,136474.94
F140076222,5/28/14 12:18,71B01,7TH ST SE / VIRGINIA AVE SE,38.87928452,-76.99618448,400331.07,134605.73
F140076250,5/28/14 12:59,71B01,3RD ST NW / E ST NW,38.89612853,-77.01518584,398682.651,136475.649
F140076283,5/28/14 13:55,69D05,1329 ALLISON ST NW,38.94522212,-77.03136862,397280.69,141925.81
F140076306,5/28/14 14:57,71B01,1314 MADISON ST NW,38.9581452,-77.03043964,397361.7,143360.36
F140076312,5/28/14 15:01,69E02S,1300 34TH ST SE,38.87437608,-76.95717236,403716.37,134061.72
F140076339,5/28/14 15:57,67B01,510 MISSOURI AVE NW,38.95828843,-77.02051609,398221.81,143376.02
F140076378,5/28/14 17:24,69D05,1325 IRVING ST NW,38.92888391,-77.03084372,397325.58,140112.11
F140076423,5/28/14 19:00,71B01,2700 SOUTH CAPITOL ST SE,38.85855357,-77.0040209,399651.01,132304.44
F140076464,5/28/14 20:19,71B01,2700 SOUTH CAPITOL ST SE,38.85855357,-77.0040209,399651.01,132304.44
F140076580,5/29/14 1:13,67B03V,4511 3RD ST SE,38.82461842,-77.00162319,399859.05,128537.4
F140076629,5/29/14 6:27,69D05S,4412 DUBOIS PL SE,38.88586868,-76.94136159,405087.53,135338.25
F140076749,5/29/14 11:52,69D05,4828 SARGENT RD NE,38.94832275,-76.98969836,400893,142269.59
F140076759,5/29/14 12:12,FOOD,27 SEATON PL NE,38.9146414,-77.00810518,399297.07,138530.65
F140076803,5/29/14 14:03,69D04,3672 HAYES ST NE,38.90568494,-76.95184394,404176.91,137537.48
F140076848,5/29/14 15:27,71B01,SOUTH CAPITOL ST SE / N ST SE,38.87463771,-77.00894248,399224.02,134089.93
F140077284,5/30/14 13:06,69D02S,1740 EUCLID ST NW,38.92292055,-77.0404034,396496.38,139450.45
F140077373,5/30/14 15:45,69D04,1221 M ST NW,38.90585274,-77.02881755,397500.46,137555.4
F140077464,5/30/14 18:25,69D05,3546 ALBEMARLE ST NW,38.94766185,-77.06892645,394025.05,142198.43
F140077465,5/30/14 18:25,67B01,14TH ST NW / MADISON DR NW,38.89041637,-77.03196204,397227.117,135841.93
F140077527,5/30/14 20:15,69D02,1625 FRANKLIN ST NE,38.92527514,-76.98186101,401572.89,139711.21
F140077545,5/30/14 20:51,69C02,1603 GOOD HOPE RD SE,38.86585542,-76.98171306,401587.04,133115.15
F140077566,5/30/14 21:29,71B01,901 RHODE ISLAND AVE NE,38.92086022,-76.9908195,400796.12,139221
F140077571,5/30/14 21:39,69D04,1308 CLIFTON ST NW,38.92210323,-77.03025428,397376.44,139359.38
F140077666,5/31/14 1:53,69D03,1801 PENNSYLVANIA AVE NW,38.90041399,-77.04202881,396354.28,136952.1
F140077779,5/31/14 7:33,67D02S,1100 IRVING ST NW,38.92849861,-77.02767365,397600.44,140069.25
F140078105,5/31/14 20:35,67A00S,POMEROY RD SE / ERIE ST SE,38.85735494,-76.98519087,401285.37,132171.48
F140078172,5/31/14 22:49,69D04,3545 JAY ST NE,38.90660339,-76.95110395,404241.04,137639.47
F140078488,6/1/14 14:57,67D02U,5001 GEORGIA AVE NW,38.95105349,-77.02690889,397667.49,142573.02
F140078500,6/1/14 15:18,52C03G,1050 NEW JERSEY AVE NW,38.90329314,-77.01456471,398736.66,137270.97
F140078539,6/1/14 17:01,67B01,2633 STANTON RD SE,38.8582484,-76.98939924,400920.09,132270.61
F140078554,6/1/14 17:38,69D04,4201 CATHEDRAL AVE NW,38.93082252,-77.08297731,392805.34,140330.13
F140078562,6/1/14 17:56,69D04,3945 4TH ST SE,38.83118407,-77.0008001,399930.53,129266.23
F140078583,6/1/14 18:38,69D10,1315 W ST NW,38.91940439,-77.03075463,397332.95,139059.8
F140078617,6/1/14 20:10,67B03,1222 T ST NW,38.91530219,-77.02892456,397491.51,138604.37
F140078620,6/1/14 20:17,67B01,1600 GOOD HOPE RD SE,38.86634459,-76.98181203,401578.44,133169.45
F140078670,6/1/14 22:04,69D04,2201 16TH ST SE,38.86347216,-76.98295267,401479.51,132850.57
F140078676,6/1/14 22:18,69D02,635 EDGEWOOD ST NE,38.92347907,-76.9967375,400282.91,139511.68
F140078717,6/2/14 0:33,71B01,0 8TH ST SE,38.87878418,-76.9949744,400436.071,134550.193
F140078758,6/2/14 3:02,71D01,600 BARNES ST NE,38.90008204,-76.95234137,404134.09,136915.49
F140078807,6/2/14 7:51,69D02,3636 16TH ST NW,38.93642794,-77.03726282,396769.33,140949.77
F140079037,6/2/14 16:15,71B01,17TH ST NW / H ST NW,38.90020778,-77.03944816,396578.125,136929.109
F140079101,6/2/14 18:29,69D03,3400 18TH ST SE,38.84609847,-76.9784609,401869.798,130922.049
F140079153,6/2/14 20:12,67D03,17TH ST NW / L ST NW,38.90374235,-77.03850883,396659.771,137321.44
F140079293,6/3/14 2:10,69D04,2105 I ST NE,38.9025446,-76.97343085,402304.63,137188.11
F140079376,6/3/14 9:28,71B01,706 GERANIUM ST NW,38.97914233,-77.02381854,397936.18,145691.07
F140079408,6/3/14 10:23,71A01,39TH ST NW / VEAZEY ST NW,38.94397267,-77.07703716,393321.62,141789.46
F140079453,6/3/14 11:38,67B03U,3700 NORTH CAPITOL ST NW,38.93654781,-77.00695403,399397.09,140962.44
F140079500,6/3/14 13:01,71B01,7TH ST SW / JEFFERSON DR SW,38.88873763,-77.02190636,398099.458,135655.32
F140079586,6/3/14 16:04,67D02U,5622 CENTRAL AVE SE,38.88627189,-76.92008234,406933.7,135384.41
F140079802,6/4/14 0:26,69D08,1216 GALLATIN ST NW,38.95167677,-77.02880619,397503.05,142642.26
F140079846,6/4/14 3:52,71B01,2000 HAMLIN ST NE,38.92772076,-76.97619856,402063.828,139982.808
F140079894,6/4/14 7:55,71B01,2530 36TH PL SE,38.85861697,-76.9536923,404019.24,132312.49
F140080021,6/4/14 11:54,69D05,529 42ND ST NE,38.89692822,-76.94236221,404999.94,136565.89
F140080109,6/4/14 13:53,67B00,3521 12TH ST NE,38.93318007,-76.99076936,400800.33,140588.61
F140080426,6/5/14 0:44,71B01,47TH PL NE / FOOTE ST NE,38.89754324,-76.93561134,405585.513,136634.554
F140080480,6/5/14 5:11,69D02,4010 3RD ST SE,38.83041943,-77.00172214,399850.47,129181.35
F140080531,6/5/14 9:02,71B01,35TH ST NW / RESERVOIR RD NW,38.91267482,-77.06924546,393994.45,138314.59
F140080564,6/5/14 10:30,52C03S,2504 10TH ST NE,38.92286065,-76.99281657,400622.92,139443.05
F140080648,6/5/14 12:57,69C01S,2115 WISCONSIN AVE NW,38.91872762,-77.06907964,394009.34,138986.49
F140080738,6/5/14 16:39,71B01,2617 MARTIN LUTHER KING JR AVE SE,38.85885066,-76.99581285,400363.42,132337.42
F140080745,6/5/14 16:48,57D04F,2640 WADE RD SE,38.85887465,-76.99645898,400307.34,132340.08
F140080949,6/6/14 0:34,69D02,601 EDGEWOOD ST NE,38.92389978,-76.99749767,400216.99,139558.38
F140080983,6/6/14 2:36,69D04,5215 B ST SE,38.8859615,-76.92644881,406381.37,135349.49
F140081048,6/6/14 7:17,67B03R,35 U ST NE,38.91679486,-77.00770173,399332.08,138769.7
F140081134,6/6/14 10:36,69D04,4201 MASSACHUSETTS AVE NW,38.93585906,-77.08195664,392894.34,140889.15
F140081172,6/6/14 12:07,69D05,5205 EAST CAPITOL ST SE,38.88947372,-76.92678718,406351.7,135739.35
F140081221,6/6/14 13:25,69D05,4861 F ST SE,38.8824595,-76.93274607,405835.3,134960.32
F140081345,6/6/14 17:42,67D02V,400 NEWCOMB ST SE,38.84804167,-77.00255291,399778.39,131137.54
F140081413,6/6/14 20:24,RFA-FIREALARM,1716 MASSACHUSETTS AVE SE,38.88596331,-76.98002616,401732.95,135347.31
F140081434,6/6/14 21:04,67B03S,2376 RAYNOLDS PL SE,38.85570057,-76.9735817,402293.05,131988.06
F140081594,6/7/14 3:18,69D04,1728 S ST SE,38.8684257,-76.97958248,401771.88,133400.51
F140081605,6/7/14 3:56,67B03U,5400 C ST SE,38.88440209,-76.92388913,406603.594,135176.566
F140081818,6/7/14 13:39,71D01,5385 CLAY TER NE,38.89464066,-76.92453647,406546.49,136313.08
F140081895,6/7/14 16:29,67D03R,3892 EAST CAPITOL ST NE,38.88990849,-76.95016993,404323.065,135786.246
F140082033,6/7/14 19:58,67B01,1256 EATON RD SE,38.8600355,-76.99748147,400218.59,132468.94
F140082041,6/7/14 20:11,67B01,4246 4TH ST SE,38.82610294,-76.99979007,400018.23,128702.19
F140082232,6/8/14 2:10,52C04G,2125 4TH ST NW,38.91922094,-77.01740339,398490.77,139039.13
F140082253,6/8/14 3:02,69D04,2315 LINCOLN RD NE,38.9206234,-77.00437669,399620.46,139194.68
F140082381,6/8/14 10:00,71B01,2515 ALABAMA AVE SE,38.85745419,-76.96900443,402690.28,132182.85
F140082614,6/8/14 18:09,67D02U,27TH ST NW / K ST NW,38.90253093,-77.05610573,395133.346,137187.753
F140082653,6/8/14 19:10,67D03V,2002 SAVANNAH TER SE,38.8489193,-76.97573164,402106.64,131235.24
F140082794,6/9/14 0:24,69D01,907 6TH ST SW,38.87881434,-77.02108111,398170.8,134553.74
F140082816,6/9/14 1:33,69D04,713 IRVING ST NE,38.92819696,-76.99551089,400389.25,140035.41
F140082844,6/9/14 3:59,69D04,2312 AINGER PL SE,38.8580027,-76.97255832,402381.8,132243.64
F140083038,6/9/14 12:36,69D04,3310 18TH ST SE,38.84696169,-76.97856959,401860.34,131017.87
F140083062,6/9/14 13:10,71B01,1835 KENDALL ST NE,38.91211151,-76.98623244,401194.05,138249.87
F140083218,6/9/14 18:00,71B00,0 I395  SB,38.88984947,-77.01422148,398766.199,135778.611
F140083275,6/9/14 20:01,69D04,1020 MONROE ST NW,38.93276419,-77.02816329,397558.13,140542.78
F140083290,6/9/14 20:24,69D04,2304 GREEN ST SE,38.86228049,-76.98155394,401600.93,132718.31
